0	138
0.161	127
0.321	113
0.482	126
0.642	115
0.803	106
0.964	81
1.124	64
1.285	55
1.446	65
1.606	84
1.767	132
1.927	160
2.088	200
2.249	252
2.409	306
2.57	352
2.731	383
2.891	345
3.052	302
3.212	266
3.373	216
3.534	187
3.694	168
3.855	180
4.016	174
4.176	152
4.337	147
4.497	115
4.658	86
4.819	100
4.979	98
5.14	105
5.301	115
5.461	151
5.622	221
5.782	216
5.943	170
6.104	184
6.264	146
6.425	110
6.586	100
6.746	93
6.907	85
7.067	79
7.228	76
7.389	74
7.549	74
7.71	71
7.871	66
8.031	62
8.192	59
8.352	59
8.513	54
8.674	49
8.834	46
8.995	44
9.156	40
9.316	40
9.477	37
9.637	35
9.798	35
9.959	36
10.119	35
10.28	34
10.441	32
10.601	28
10.762	21
10.922	19
11.083	25
11.244	31
11.404	37
11.565	19
11.726	13
11.886	13
12.047	15
12.207	22
12.368	22
12.529	21
12.689	28
12.85	34
13.011	35
13.171	35
13.332	28
13.492	24
13.653	25
13.814	21
13.974	25
14.135	28
14.295	25
14.456	30
14.617	33
14.777	29
14.938	29
15.099	31
15.259	21
15.42	23
15.58	30
15.741	34
15.902	35
16.062	36
16.223	38
16.384	40
16.544	38
16.705	32
16.865	34
17.026	41
17.187	41
17.347	50
17.508	51
17.669	46
17.829	44
17.99	44
18.15	43
18.311	39
18.472	33
18.632	26
18.793	16
18.954	12
19.114	19
19.275	30
19.435	33
19.596	29
19.757	21
19.917	30
20.078	35
20.239	40
20.399	43
20.56	41
20.72	35
20.881	41
21.042	39
21.202	39
21.363	42
21.524	42
21.684	41
21.845	38
22.005	34
22.166	34
22.327	36
22.487	30
22.648	35
22.809	34
22.969	30
23.13	35
23.29	31
23.451	32
23.612	44
23.772	47
23.933	41
24.094	41
24.254	42
24.415	35
24.575	36
24.736	45
24.897	48
25.057	53
25.218	53
25.379	56
25.539	54
25.7	47
25.86	43
26.021	48
26.182	48
26.342	54
26.503	58
26.664	67
26.824	66
26.985	70
27.145	73
27.306	80
27.467	79
27.627	76
27.788	77
27.948	85
28.109	89
28.27	83
28.43	72
28.591	65
28.752	66
28.912	75
29.073	82
29.233	89
29.394	90
29.555	97
29.715	92
29.876	59
30.037	57
30.197	24
30.358	11
30.518	7
30.679	6
30.84	6
31	11
31.161	7
31.322	8
31.482	7
31.643	6
31.803	5
31.964	6
32.125	6
32.285	4
32.446	0
32.607	0
32.767	0
32.928	0
33.088	0
33.249	0
33.41	0
33.57	0
33.731	0
33.892	0
34.052	0
34.213	0
34.373	0
34.534	0
34.695	0
34.855	0
35.016	0
35.177	0
35.337	0
35.498	0
35.658	0
35.819	0
35.98	0
36.14	0
36.301	0
36.462	0
36.622	0
36.783	0
36.943	0
37.104	0
37.265	0
37.425	0
37.586	0
37.747	0
37.907	0
38.068	0
38.228	0
38.389	0
38.55	0
38.71	0
38.871	0
39.032	0
39.192	0
39.353	5
39.513	24
39.674	29
39.835	28
39.995	16
40.156	19
40.317	16
40.477	20
40.638	23
40.798	17
40.959	18
